Date,MKT_RF,SMB,HML,RF,MOM
1926-07-31 23:59:59.999999999,0.028900000000000002,-0.0255,-0.0239,0.0022,
1926-08-31 23:59:59.999999999,0.0264,-0.011399999999999999,0.0381,0.0025,
1926-09-30 23:59:59.999999999,0.0038,-0.013600000000000001,0.0005,0.0023,
1926-10-31 23:59:59.999999999,-0.0327,-0.0014000000000000002,0.008199999999999999,0.0032,
1926-11-30 23:59:59.999999999,0.0254,-0.0011,-0.0060999999999999995,0.0031,
1926-12-31 23:59:59.999999999,0.0262,-0.0007000000000000001,0.0006,0.0028000000000000004,
1927-01-31 23:59:59.999999999,-0.0005,-0.0032,0.0458,0.0025,0.005699999999999999
1927-02-28 23:59:59.999999999,0.0417,0.0007000000000000001,0.027200000000000002,0.0026,-0.015
1927-03-31 23:59:59.999999999,0.0014000000000000002,-0.0177,-0.023799999999999998,0.003,0.0352
1927-04-30 23:59:59.999999999,0.004699999999999999,0.0039000000000000003,0.006500000000000001,0.0025,0.0436
1927-05-31 23:59:59.999999999,0.0545,0.0155,0.048,0.003,0.0278
1927-06-30 23:59:59.999999999,-0.023799999999999998,0.0051,-0.0172,0.0026,0.0055000000000000005
1927-07-31 23:59:59.999999999,0.0726,-0.0327,-0.0113,0.003,0.042199999999999994
1927-08-31 23:59:59.999999999,0.0199,-0.0077,-0.0385,0.0028000000000000004,0.0125
1927-09-30 23:59:59.999999999,0.04769999999999999,-0.036000000000000004,-0.005699999999999999,0.0021,0.019299999999999998
1927-10-31 23:59:59.999999999,-0.0429,0.0203,-0.0447,0.0025,-0.0092
1927-11-30 23:59:59.999999999,0.0652,0.0278,-0.0008,0.0021,-0.0022
1927-12-31 23:59:59.999999999,0.0209,0.0098,-0.011200000000000002,0.0022,0.0311
1928-01-31 23:59:59.999999999,-0.005699999999999999,0.042,-0.0070999999999999995,0.0025,-0.0046
1928-02-29 23:59:59.999999999,-0.0169,-0.0206,-0.0064,0.0033,-0.010700000000000001
1928-03-31 23:59:59.999999999,0.08789999999999999,-0.0038,-0.0111,0.0029,0.047
1928-04-30 23:59:59.999999999,0.0425,0.0414,0.0325,0.0022,-0.058499999999999996
1928-05-31 23:59:59.999999999,0.0152,0.027000000000000003,-0.03,0.0032,0.0264
1928-06-30 23:59:59.999999999,-0.049,-0.037599999999999995,0.0028000000000000004,0.0031,0.0179
1928-07-31 23:59:59.999999999,0.0063,-0.013600000000000001,-0.0054,0.0032,0.026699999999999998
1928-08-31 23:59:59.999999999,0.0669,-0.0204,-0.0213,0.0032,0.0368
1928-09-30 23:59:59.999999999,0.0287,0.024,0.0084,0.0027,0.034
1928-10-31 23:59:59.999999999,0.0131,0.022400000000000003,-0.021400000000000002,0.0040999999999999995,0.051100000000000007
1928-11-30 23:59:59.999999999,0.1182,-0.0182,0.0265,0.0038,0.0178
1928-12-31 23:59:59.999999999,0.004,-0.009300000000000001,-0.0052,0.0006,0.0158
1929-01-31 23:59:59.999999999,0.0466,-0.0335,-0.012199999999999999,0.0034000000000000002,0.024300000000000002
1929-02-28 23:59:59.999999999,-0.0034000000000000002,-0.0033,0.0166,0.0036,0.031
1929-03-31 23:59:59.999999999,-0.0085,-0.049100000000000005,0.015700000000000002,0.0034000000000000002,-0.0054
1929-04-30 23:59:59.999999999,0.0147,-0.011200000000000002,0.009300000000000001,0.0036,0.0207
1929-05-31 23:59:59.999999999,-0.0638,-0.054400000000000004,-0.0152,0.0044,-0.0232
1929-06-30 23:59:59.999999999,0.09699999999999999,-0.021400000000000002,-0.0274,0.0052,0.08310000000000001
1929-07-31 23:59:59.999999999,0.044800000000000006,-0.0387,0.026699999999999998,0.0033,0.029500000000000002
1929-08-31 23:59:59.999999999,0.0814,-0.0975,0.0032,0.004,0.044000000000000004
1929-09-30 23:59:59.999999999,-0.0545,0.0134,-0.0079,0.0034999999999999996,0.0296
1929-10-31 23:59:59.999999999,-0.2007,-0.0495,0.0754,0.0046,0.024399999999999998
1929-11-30 23:59:59.999999999,-0.12869999999999998,-0.0088,0.050499999999999996,0.0037,-0.0207
1929-12-31 23:59:59.999999999,0.0128,-0.040999999999999995,-0.0014000000000000002,0.0037,0.054299999999999994
1930-01-31 23:59:59.999999999,0.056100000000000004,0.0349,-0.0103,0.0014000000000000002,-0.0546
1930-02-28 23:59:59.999999999,0.025,0.0028000000000000004,0.0028000000000000004,0.003,0.0115
1930-03-31 23:59:59.999999999,0.0709,0.0339,0.003,0.0034999999999999996,-0.042300000000000004
1930-04-30 23:59:59.999999999,-0.020499999999999997,-0.0034999999999999996,-0.0037,0.0021,0.041299999999999996
1930-05-31 23:59:59.999999999,-0.0166,-0.021,-0.0074,0.0026,-0.0076
1930-06-30 23:59:59.999999999,-0.16079999999999997,-0.0359,0.024,0.0027,0.0584
1930-07-31 23:59:59.999999999,0.0412,-0.0027,-0.017,0.002,-0.021400000000000002
1930-08-31 23:59:59.999999999,0.003,-0.0216,-0.0059,0.0009,0.0387
1930-09-30 23:59:59.999999999,-0.1281,-0.0241,-0.0509,0.0022,0.1159
1930-10-31 23:59:59.999999999,-0.08779999999999999,-0.002,-0.0109,0.0009,0.06269999999999999
1930-11-30 23:59:59.999999999,-0.0304,0.0246,-0.0381,0.0013,-0.0132
1930-12-31 23:59:59.999999999,-0.0786,-0.0467,-0.056900000000000006,0.0014000000000000002,0.12480000000000001
1931-01-31 23:59:59.999999999,0.0625,0.0347,0.0824,0.0015,-0.111
1931-02-28 23:59:59.999999999,0.10880000000000001,0.0345,0.0163,0.0004,-0.1358
1931-03-31 23:59:59.999999999,-0.0635,0.028300000000000002,-0.032,0.0013,0.09720000000000001
1931-04-30 23:59:59.999999999,-0.1,-0.042199999999999994,-0.0433,0.0008,0.11
1931-05-31 23:59:59.999999999,-0.1329,0.052199999999999996,-0.06309999999999999,0.0009,0.09230000000000001
1931-06-30 23:59:59.999999999,0.1393,-0.0501,0.11699999999999999,0.0008,-0.17600000000000002
1931-07-31 23:59:59.999999999,-0.0663,0.0149,-0.022000000000000002,0.0006,0.084
1931-08-31 23:59:59.999999999,0.004,-0.0208,-0.017,0.0003,-0.031200000000000002
1931-09-30 23:59:59.999999999,-0.2874,-0.0102,-0.0724,0.0003,0.0929
1931-10-31 23:59:59.999999999,0.0799,-0.0028000000000000004,0.031200000000000002,0.001,0.0297
1931-11-30 23:59:59.999999999,-0.09140000000000001,0.044000000000000004,-0.0519,0.0017000000000000001,0.0794
1931-12-31 23:59:59.999999999,-0.1352,-0.0087,-0.0919,0.0012,0.1295
1932-01-31 23:59:59.999999999,-0.015700000000000002,0.0441,0.0974,0.0023,-0.09939999999999999
1932-02-29 23:59:59.999999999,0.0545,-0.025099999999999997,-0.0147,0.0023,0.0149
1932-03-31 23:59:59.999999999,-0.113,0.0213,-0.022000000000000002,0.0016,0.10039999999999999
1932-04-30 23:59:59.999999999,-0.1794,0.009300000000000001,0.0207,0.0011,0.07629999999999999
1932-05-31 23:59:59.999999999,-0.2051,0.0421,-0.0408,0.0006,0.12539999999999998
1932-06-30 23:59:59.999999999,-0.0077,0.004,0.058499999999999996,0.0002,0.0192
1932-07-31 23:59:59.999999999,0.3361,-0.0429,0.3552,0.0002,-0.45740000000000003
1932-08-31 23:59:59.999999999,0.3712,0.1346,0.342,0.0003,-0.5261
1932-09-30 23:59:59.999999999,-0.0294,-0.0215,-0.0737,0.0003,0.0246
1932-10-31 23:59:59.999999999,-0.1315,-0.0259,-0.1047,0.0002,0.0462
1932-11-30 23:59:59.999999999,-0.0588,0.0183,-0.1319,0.0002,-0.0096
1932-12-31 23:59:59.999999999,0.044199999999999996,-0.083,-0.0754,0.0001,0.0464
1933-01-31 23:59:59.999999999,0.0124,0.0073,0.0646,0.0001,-0.024399999999999998
1933-02-28 23:59:59.999999999,-0.15289999999999998,-0.0263,-0.0292,-0.0003,0.04650000000000001
1933-03-31 23:59:59.999999999,0.030600000000000002,0.036000000000000004,0.0709,0.0004,0.0424
1933-04-30 23:59:59.999999999,0.3881,0.0302,0.201,0.001,-0.174
1933-05-31 23:59:59.999999999,0.2143,0.35960000000000003,0.1866,0.0004,-0.0554
1933-06-30 23:59:59.999999999,0.131,0.08650000000000001,-0.016399999999999998,0.0002,0.0418
1933-07-31 23:59:59.999999999,-0.0964,-0.0106,0.033,0.0002,-0.0034999999999999996
1933-08-31 23:59:59.999999999,0.1204,-0.0516,0.0305,0.0003,0.0754
1933-09-30 23:59:59.999999999,-0.1065,-0.0058,-0.11710000000000001,0.0002,0.0161
1933-10-31 23:59:59.999999999,-0.0836,-0.0007000000000000001,-0.0849,0.0001,-0.022099999999999998
1933-11-30 23:59:59.999999999,0.09970000000000001,-0.0637,0.0227,0.0002,0.06480000000000001
1933-12-31 23:59:59.999999999,0.0182,0.0036,-0.0199,0.0002,0.0401
1934-01-31 23:59:59.999999999,0.126,0.1321,0.162,0.0005,-0.0339
1934-02-28 23:59:59.999999999,-0.025099999999999997,0.050499999999999996,0.018600000000000002,0.0002,0.0009
1934-03-31 23:59:59.999999999,0.0009,0.0245,-0.0259,0.0002,-0.0067
1934-04-30 23:59:59.999999999,-0.0179,0.0273,-0.0383,0.0001,-0.0481
1934-05-31 23:59:59.999999999,-0.0726,-0.0031,-0.059000000000000004,0.0001,-0.0239
1934-06-30 23:59:59.999999999,0.0271,-0.0218,-0.0285,0.0001,-0.0079
1934-07-31 23:59:59.999999999,-0.1094,-0.0712,-0.1076,0.0001,0.08800000000000001
1934-08-31 23:59:59.999999999,0.0558,0.0555,0.0017000000000000001,0.0001,0.0256
1934-09-30 23:59:59.999999999,-0.0024,-0.015,-0.0121,0.0001,-0.0006
1934-10-31 23:59:59.999999999,-0.0166,0.0123,-0.05,0.0001,0.0688
1934-11-30 23:59:59.999999999,0.0833,0.066,-0.021400000000000002,0.0001,0.0377
1934-12-31 23:59:59.999999999,0.0036,0.032799999999999996,-0.0316,0.0001,0.0453
1935-01-31 23:59:59.999999999,-0.0346,0.0096,-0.0177,0.0001,0.031
1935-02-28 23:59:59.999999999,-0.0196,0.0032,-0.0748,0.0002,0.1446
1935-03-31 23:59:59.999999999,-0.0371,-0.034300000000000004,-0.050300000000000004,0.0001,0.023700000000000002
1935-04-30 23:59:59.999999999,0.0906,-0.0158,0.0437,0.0001,-0.0475
1935-05-31 23:59:59.999999999,0.0346,-0.032,0.0245,0.0001,-0.0359
1935-06-30 23:59:59.999999999,0.0593,-0.0253,-0.0152,0.0001,0.026699999999999998
1935-07-31 23:59:59.999999999,0.0754,0.0202,0.0658,0.0001,-0.0478
1935-08-31 23:59:59.999999999,0.0265,0.0601,0.0629,0.0001,-0.0646
1935-09-30 23:59:59.999999999,0.0262,0.0155,-0.0412,0.0001,0.08310000000000001
1935-10-31 23:59:59.999999999,0.0703,0.026699999999999998,-0.0233,0.0001,0.0182
1935-11-30 23:59:59.999999999,0.0487,0.04650000000000001,0.122,0.0002,-0.0704
1935-12-31 23:59:59.999999999,0.0455,0.0009,0.0083,0.0001,0.037000000000000005
1936-01-31 23:59:59.999999999,0.0689,0.055999999999999994,0.10949999999999999,0.0001,-0.0294
1936-02-29 23:59:59.999999999,0.024900000000000002,0.0084,0.0433,0.0001,0.0253
1936-03-31 23:59:59.999999999,0.0096,0.0069,-0.0159,0.0002,0.0163
1936-04-30 23:59:59.999999999,-0.0814,-0.0599,-0.022799999999999997,0.0002,-0.0767
1936-05-31 23:59:59.999999999,0.0519,0.0089,0.0255,0.0002,0.025
1936-06-30 23:59:59.999999999,0.024,-0.0322,-0.011899999999999999,0.0003,0.005600000000000001
1936-07-31 23:59:59.999999999,0.0668,0.010700000000000001,0.0253,0.0001,0.024900000000000002
1936-08-31 23:59:59.999999999,0.009899999999999999,0.0060999999999999995,0.0379,0.0002,0.006
1936-09-30 23:59:59.999999999,0.0097,0.031200000000000002,0.009399999999999999,0.0001,0.0141
1936-10-31 23:59:59.999999999,0.071,-0.0235,0.025099999999999997,0.0002,0.0068000000000000005
1936-11-30 23:59:59.999999999,0.0326,0.087,-0.0125,0.0001,0.0204
1936-12-31 23:59:59.999999999,0.002,0.0387,0.0414,0.0,0.0213
1937-01-31 23:59:59.999999999,0.0335,0.0449,0.0278,0.0001,-0.0199
1937-02-28 23:59:59.999999999,0.0108,0.0064,0.042800000000000005,0.0002,0.0278
1937-03-31 23:59:59.999999999,-0.0026,-0.0125,0.0704,0.0001,0.0331
1937-04-30 23:59:59.999999999,-0.0736,-0.037200000000000004,-0.0346,0.0003,-0.0354
1937-05-31 23:59:59.999999999,-0.0083,-0.0069,-0.0346,0.0006,0.005699999999999999
1937-06-30 23:59:59.999999999,-0.042300000000000004,-0.0391,-0.031200000000000002,0.0003,0.0078000000000000005
1937-07-31 23:59:59.999999999,0.0891,0.0088,0.008100000000000001,0.0003,-0.0045000000000000005
1937-08-31 23:59:59.999999999,-0.048799999999999996,0.0045000000000000005,-0.0225,0.0002,-0.018600000000000002
1937-09-30 23:59:59.999999999,-0.1362,-0.07,-0.0455,0.0004,-0.0681
1937-10-31 23:59:59.999999999,-0.0959,0.0045000000000000005,-0.0152,0.0002,-0.0146
1937-11-30 23:59:59.999999999,-0.0833,-0.0356,0.0022,0.0002,-0.0131
1937-12-31 23:59:59.999999999,-0.0429,-0.07919999999999999,-0.004699999999999999,0.0,0.048499999999999995
1938-01-31 23:59:59.999999999,0.0048,0.0484,-0.015300000000000001,0.0,-0.0174
1938-02-28 23:59:59.999999999,0.058499999999999996,0.0040999999999999995,-0.0197,0.0,-0.028399999999999998
1938-03-31 23:59:59.999999999,-0.2391,-0.043,-0.0363,-0.0001,0.1578
1938-04-30 23:59:59.999999999,0.1448,0.064,0.0045000000000000005,0.0001,-0.09849999999999999
1938-05-31 23:59:59.999999999,-0.038599999999999995,-0.024700000000000003,-0.0024,0.0,0.0698
1938-06-30 23:59:59.999999999,0.2389,0.042199999999999994,0.0037,0.0,-0.2487
1938-07-31 23:59:59.999999999,0.0733,0.0669,0.022799999999999997,-0.0001,-0.0677
1938-08-31 23:59:59.999999999,-0.0268,-0.0248,-0.0478,0.0,0.0349
1938-09-30 23:59:59.999999999,0.0083,-0.0268,-0.017,0.0002,0.0245
1938-10-31 23:59:59.999999999,0.078,0.0581,0.0504,0.0001,-0.0753
1938-11-30 23:59:59.999999999,-0.0174,-0.0255,-0.012,-0.0006,0.0332
1938-12-31 23:59:59.999999999,0.0416,-0.0181,0.0054,0.0,0.0233
1939-01-31 23:59:59.999999999,-0.059699999999999996,-0.0154,-0.0392,-0.0001,-0.0296
1939-02-28 23:59:59.999999999,0.0351,0.0060999999999999995,0.0292,0.0001,0.0308
1939-03-31 23:59:59.999999999,-0.12029999999999999,-0.0475,-0.0827,-0.0001,-0.018600000000000002
1939-04-30 23:59:59.999999999,-0.0018,0.0167,-0.003,0.0,0.0273
1939-05-31 23:59:59.999999999,0.0681,0.027999999999999997,0.004699999999999999,0.0001,0.0347
1939-06-30 23:59:59.999999999,-0.0533,-0.0109,-0.0528,0.0001,0.0225
1939-07-31 23:59:59.999999999,0.10220000000000001,0.0418,0.0013,0.0,-0.0069
1939-08-31 23:59:59.999999999,-0.0668,-0.045899999999999996,-0.024700000000000003,-0.0001,0.0596
1939-09-30 23:59:59.999999999,0.1689,0.2057,0.21760000000000002,0.0001,-0.3145
1939-10-31 23:59:59.999999999,-0.0053,-0.0008,-0.0479,0.0,0.0655
1939-11-30 23:59:59.999999999,-0.0365,-0.0512,-0.063,0.0,-0.0039000000000000003
1939-12-31 23:59:59.999999999,0.029300000000000003,0.0092,-0.04190000000000001,0.0,0.0542
1940-01-31 23:59:59.999999999,-0.0241,0.0023,-0.0077,0.0,0.0174
1940-02-29 23:59:59.999999999,0.0144,0.0252,-0.0036,0.0,0.0167
1940-03-31 23:59:59.999999999,0.020499999999999997,0.0124,-0.0127,0.0,-0.0054
1940-04-30 23:59:59.999999999,0.0022,0.039900000000000005,-0.0022,0.0,0.0335
1940-05-31 23:59:59.999999999,-0.22,-0.0662,-0.037200000000000004,-0.0002,0.0277
1940-06-30 23:59:59.999999999,0.0669,-0.0232,0.048799999999999996,0.0,-0.0246
1940-07-31 23:59:59.999999999,0.0317,0.009899999999999999,-0.0075,0.0001,0.009300000000000001
1940-08-31 23:59:59.999999999,0.022099999999999998,-0.0018,0.0055000000000000005,-0.0001,-0.018000000000000002
1940-09-30 23:59:59.999999999,0.0239,0.032,-0.011399999999999999,0.0,-0.0006
1940-10-31 23:59:59.999999999,0.030299999999999997,0.0033,0.04650000000000001,0.0,-0.0576
1940-11-30 23:59:59.999999999,-0.0165,0.019799999999999998,0.0016,0.0,0.0131
1940-12-31 23:59:59.999999999,0.0069,-0.0212,-0.0089,0.0,0.0354
1941-01-31 23:59:59.999999999,-0.0418,0.0098,0.0383,-0.0001,-0.044000000000000004
1941-02-28 23:59:59.999999999,-0.0143,-0.015600000000000001,0.0089,-0.0001,0.0104
1941-03-31 23:59:59.999999999,0.0084,0.0009,0.0305,0.0001,0.024700000000000003
1941-04-30 23:59:59.999999999,-0.0546,-0.0167,0.0341,-0.0001,0.0305
1941-05-31 23:59:59.999999999,0.0137,-0.0064,0.0060999999999999995,0.0,0.0252
1941-06-30 23:59:59.999999999,0.0583,0.0131,0.0060999999999999995,0.0,-0.0077
1941-07-31 23:59:59.999999999,0.0587,0.0574,0.0724,0.0003,-0.015600000000000001
1941-08-31 23:59:59.999999999,-0.0017000000000000001,-0.0043,-0.011000000000000001,0.0001,0.0018
1941-09-30 23:59:59.999999999,-0.0088,-0.0098,-0.0027,0.0001,-0.0159
1941-10-31 23:59:59.999999999,-0.0526,-0.0207,0.0163,0.0,0.049
1941-11-30 23:59:59.999999999,-0.0195,-0.0108,-0.006,0.0,0.0441
1941-12-31 23:59:59.999999999,-0.048799999999999996,-0.0286,-0.0594,0.0001,0.004
1942-01-31 23:59:59.999999999,0.0079,0.0745,0.10099999999999999,0.0002,-0.0382
1942-02-28 23:59:59.999999999,-0.0246,0.0174,-0.0115,0.0001,-0.0072
1942-03-31 23:59:59.999999999,-0.066,0.0187,-0.0060999999999999995,0.0001,-0.0026
1942-04-30 23:59:59.999999999,-0.0437,-0.0044,0.0209,0.0001,-0.0083
1942-05-31 23:59:59.999999999,0.0596,-0.032,-0.026699999999999998,0.0003,-0.0478
1942-06-30 23:59:59.999999999,0.0268,-0.0128,0.0043,0.0002,-0.013600000000000001
1942-07-31 23:59:59.999999999,0.0351,-0.0015,0.0241,0.0003,0.0079
1942-08-31 23:59:59.999999999,0.018000000000000002,-0.0004,0.013300000000000001,0.0003,0.0002
1942-09-30 23:59:59.999999999,0.0262,0.0063,0.0239,0.0003,-0.0089
1942-10-31 23:59:59.999999999,0.0682,0.0169,0.0647,0.0003,-0.0431
1942-11-30 23:59:59.999999999,0.0013,-0.014199999999999999,-0.042300000000000004,0.0003,-0.010700000000000001
1942-12-31 23:59:59.999999999,0.051399999999999994,-0.0255,0.0055000000000000005,0.0003,0.0318
1943-01-31 23:59:59.999999999,0.0713,0.0877,0.0823,0.0003,-0.003
1943-02-28 23:59:59.999999999,0.0616,0.0484,0.0652,0.0003,-0.0163
1943-03-31 23:59:59.999999999,0.0603,0.0513,0.054900000000000004,0.0003,0.0472
1943-04-30 23:59:59.999999999,0.008100000000000001,0.0209,0.058600000000000006,0.0003,0.058600000000000006
1943-05-31 23:59:59.999999999,0.0575,0.0446,0.032799999999999996,0.0002,0.059000000000000004
1943-06-30 23:59:59.999999999,0.0182,-0.0098,-0.0075,0.0003,-0.0132
1943-07-31 23:59:59.999999999,-0.0478,-0.0231,-0.0223,0.0003,-0.0451
1943-08-31 23:59:59.999999999,0.013000000000000001,-0.0064,-0.004699999999999999,0.0003,0.009000000000000001
1943-09-30 23:59:59.999999999,0.024,0.013000000000000001,0.014199999999999999,0.0003,0.0173
1943-10-31 23:59:59.999999999,-0.0115,0.006,0.0168,0.0003,-0.0069
1943-11-30 23:59:59.999999999,-0.0593,-0.015700000000000002,-0.039900000000000005,0.0003,-0.0447
1943-12-31 23:59:59.999999999,0.0637,0.031,0.028999999999999998,0.0003,0.0594
1944-01-31 23:59:59.999999999,0.0174,0.026099999999999998,0.0229,0.0003,0.0075
1944-02-29 23:59:59.999999999,0.0037,-0.0008,0.0085,0.0003,0.0034000000000000002
1944-03-31 23:59:59.999999999,0.0246,0.0165,0.0335,0.0002,0.026099999999999998
1944-04-30 23:59:59.999999999,-0.0169,-0.0131,-0.0106,0.0003,0.0051
1944-05-31 23:59:59.999999999,0.0508,0.0168,0.0103,0.0003,0.019
1944-06-30 23:59:59.999999999,0.055099999999999996,0.041100000000000005,0.0189,0.0003,-0.0552
1944-07-31 23:59:59.999999999,-0.0149,0.0058,-0.0042,0.0003,0.0014000000000000002
1944-08-31 23:59:59.999999999,0.015600000000000001,0.023700000000000002,-0.0144,0.0003,0.0475
1944-09-30 23:59:59.999999999,0.0002,0.0048,-0.012,0.0002,-0.0131
1944-10-31 23:59:59.999999999,0.0016,-0.0016,-0.0036,0.0003,-0.0132
1944-11-30 23:59:59.999999999,0.0171,0.0034999999999999996,0.023799999999999998,0.0003,0.013600000000000001
1944-12-31 23:59:59.999999999,0.0404,0.0223,0.0587,0.0002,0.0331
1945-01-31 23:59:59.999999999,0.020099999999999996,0.0245,0.0068000000000000005,0.0003,0.0003
1945-02-28 23:59:59.999999999,0.0623,0.016200000000000003,0.0443,0.0002,0.032
1945-03-31 23:59:59.999999999,-0.0391,-0.0166,-0.015700000000000002,0.0002,-0.030699999999999998
1945-04-30 23:59:59.999999999,0.078,0.0048,0.0311,0.0003,0.0471
1945-05-31 23:59:59.999999999,0.0174,0.015300000000000001,0.0034000000000000002,0.0003,0.0015
1945-06-30 23:59:59.999999999,0.0039000000000000003,0.031400000000000004,0.042699999999999995,0.0002,0.0414
1945-07-31 23:59:59.999999999,-0.0217,-0.014499999999999999,-0.0273,0.0003,-0.0268
1945-08-31 23:59:59.999999999,0.0622,0.016,-0.044000000000000004,0.0003,-0.013000000000000001
1945-09-30 23:59:59.999999999,0.04769999999999999,0.0174,0.0046,0.0003,0.0137
1945-10-31 23:59:59.999999999,0.038900000000000004,0.0236,0.021400000000000002,0.0003,0.0017000000000000001
1945-11-30 23:59:59.999999999,0.054000000000000006,0.0418,0.0435,0.0002,0.0431
1945-12-31 23:59:59.999999999,0.011899999999999999,0.0216,-0.024,0.0003,0.0123
1946-01-31 23:59:59.999999999,0.062400000000000004,0.0398,0.022799999999999997,0.0003,0.0377
1946-02-28 23:59:59.999999999,-0.0584,-0.0068000000000000005,-0.0127,0.0003,-0.0143
1946-03-31 23:59:59.999999999,0.0588,0.003,-0.0037,0.0003,0.027000000000000003
1946-04-30 23:59:59.999999999,0.042300000000000004,0.023700000000000002,0.0046,0.0003,0.0304
1946-05-31 23:59:59.999999999,0.0394,0.0148,0.011000000000000001,0.0003,-0.0053
1946-06-30 23:59:59.999999999,-0.038900000000000004,-0.0155,-0.0053,0.0003,-0.025099999999999997
